alarm_1,alarm_2,lag,correlation,abs_corr
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,-4,0.029983296211553285,0.029983296211553285
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,-3,0.05098851900732943,0.05098851900732943
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,-2,0.03696105856399052,0.03696105856399052
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,-1,0.06463819470184311,0.06463819470184311
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,0,0.08481523405017106,0.08481523405017106
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,1,0.08750990458005414,0.08750990458005414
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,2,0.04606481233195984,0.04606481233195984
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,3,0.08225290849292102,0.08225290849292102
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,4,0.05369599067218027,0.05369599067218027
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,5,0.0619119306399928,0.0619119306399928
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,6,0.0668254738083365,0.0668254738083365
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,7,0.1305077546675277,0.1305077546675277
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,8,0.1333598078548836,0.1333598078548836
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,9,0.1549602395199807,0.1549602395199807
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,10,0.15883610260693432,0.15883610260693432
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,11,0.18826369669081786,0.18826369669081786
External Clock Reference Problem,UMTS Cell MC-HSDPA Function Fault,12,0.1196550819976634,0.1196550819976634
External Clock Reference Problem,UMTS Cell Unavailable,-12,0.07519454885359683,0.07519454885359683
External Clock Reference Problem,UMTS Cell Unavailable,-11,0.08048260266191785,0.08048260266191785
External Clock Reference Problem,UMTS Cell Unavailable,-10,0.07753475618788803,0.07753475618788803
External Clock Reference Problem,UMTS Cell Unavailable,-9,0.08005392942420983,0.08005392942420983
External Clock Reference Problem,UMTS Cell Unavailable,-8,0.09210485748314715,0.09210485748314715
External Clock Reference Problem,UMTS Cell Unavailable,-7,0.07406822596446655,0.07406822596446655
External Clock Reference Problem,UMTS Cell Unavailable,-6,0.07029043250126156,0.07029043250126156
External Clock Reference Problem,UMTS Cell Unavailable,-5,0.07620691094138865,0.07620691094138865
External Clock Reference Problem,UMTS Cell Unavailable,-4,0.07825399635857538,0.07825399635857538
External Clock Reference Problem,UMTS Cell Unavailable,-3,0.08612253656051298,0.08612253656051298
External Clock Reference Problem,UMTS Cell Unavailable,-2,0.11168322179901254,0.11168322179901254
External Clock Reference Problem,UMTS Cell Unavailable,-1,0.10851974042765308,0.10851974042765308
External Clock Reference Problem,UMTS Cell Unavailable,0,0.19513833997992255,0.19513833997992255
External Clock Reference Problem,UMTS Cell Unavailable,1,0.11637043980057589,0.11637043980057589
External Clock Reference Problem,UMTS Cell Unavailable,2,0.14373079995621799,0.14373079995621799
External Clock Reference Problem,UMTS Cell Unavailable,3,0.10208484633935704,0.10208484633935704
External Clock Reference Problem,UMTS Cell Unavailable,4,0.10378876952868535,0.10378876952868535
External Clock Reference Problem,UMTS Cell Unavailable,5,0.08169182408933219,0.08169182408933219
External Clock Reference Problem,UMTS Cell Unavailable,6,0.07215336483195593,0.07215336483195593
External Clock Reference Problem,UMTS Cell Unavailable,7,0.07442701420704453,0.07442701420704453
External Clock Reference Problem,UMTS Cell Unavailable,8,0.06865821675170333,0.06865821675170333
External Clock Reference Problem,UMTS Cell Unavailable,9,0.0612892514271895,0.0612892514271895
External Clock Reference Problem,UMTS Cell Unavailable,10,0.07627537610367684,0.07627537610367684
External Clock Reference Problem,UMTS Cell Unavailable,11,0.0541057987531814,0.0541057987531814
External Clock Reference Problem,UMTS Cell Unavailable,12,0.09270092384475523,0.09270092384475523
External Clock Reference Problem,User Plane Fault,-12,0.1489355244242795,0.1489355244242795
External Clock Reference Problem,User Plane Fault,-11,0.15838703497202056,0.15838703497202056
External Clock Reference Problem,User Plane Fault,-10,0.1579251094066524,0.1579251094066524
External Clock Reference Problem,User Plane Fault,-9,0.15428592023971058,0.15428592023971058
External Clock Reference Problem,User Plane Fault,-8,0.17063246425499096,0.17063246425499096
External Clock Reference Problem,User Plane Fault,-7,0.15612448376094915,0.15612448376094915
External Clock Reference Problem,User Plane Fault,-6,0.14415051758940348,0.14415051758940348
External Clock Reference Problem,User Plane Fault,-5,0.16605458040214482,0.16605458040214482
External Clock Reference Problem,User Plane Fault,-4,0.17003468376308503,0.17003468376308503
External Clock Reference Problem,User Plane Fault,-3,0.20248799108507032,0.20248799108507032
External Clock Reference Problem,User Plane Fault,-2,0.20660908843516165,0.20660908843516165
External Clock Reference Problem,User Plane Fault,-1,0.21423286982731454,0.21423286982731454
External Clock Reference Problem,User Plane Fault,0,0.2806220751530297,0.2806220751530297
External Clock Reference Problem,User Plane Fault,1,0.22371695828181332,0.22371695828181332
External Clock Reference Problem,User Plane Fault,2,0.23530779783061156,0.23530779783061156
External Clock Reference Problem,User Plane Fault,3,0.19045063277833843,0.19045063277833843
External Clock Reference Problem,User Plane Fault,4,0.17978965890269963,0.17978965890269963
External Clock Reference Problem,User Plane Fault,5,0.1748441641174758,0.1748441641174758
External Clock Reference Problem,User Plane Fault,6,0.15753559579127788,0.15753559579127788
External Clock Reference Problem,User Plane Fault,7,0.1510269323923166,0.1510269323923166
External Clock Reference Problem,User Plane Fault,8,0.15687162256705656,0.15687162256705656
External Clock Reference Problem,User Plane Fault,9,0.13551304611163514,0.13551304611163514
External Clock Reference Problem,User Plane Fault,10,0.15216941845104962,0.15216941845104962
External Clock Reference Problem,User Plane Fault,11,0.11656676854689385,0.11656676854689385
External Clock Reference Problem,User Plane Fault,12,0.14071044439779587,0.14071044439779587
External Clock Reference Problem,X2 Interface Fault,-12,0.14673571994594312,0.14673571994594312
External Clock Reference Problem,X2 Interface Fault,-11,0.13867065485174934,0.13867065485174934
External Clock Reference Problem,X2 Interface Fault,-10,0.13727982119359985,0.13727982119359985
External Clock Reference Problem,X2 Interface Fault,-9,0.13753602814030638,0.13753602814030638
External Clock Reference Problem,X2 Interface Fault,-8,0.15922997833731464,0.15922997833731464
External Clock Reference Problem,X2 Interface Fault,-7,0.15107939986076024,0.15107939986076024
External Clock Reference Problem,X2 Interface Fault,-6,0.14226686618834103,0.14226686618834103
External Clock Reference Problem,X2 Interface Fault,-5,0.1802813200361412,0.1802813200361412
External Clock Reference Problem,X2 Interface Fault,-4,0.17690975714249543,0.17690975714249543
External Clock Reference Problem,X2 Interface Fault,-3,0.20243060066697657,0.20243060066697657
External Clock Reference Problem,X2 Interface Fault,-2,0.21636974687423322,0.21636974687423322
External Clock Reference Problem,X2 Interface Fault,-1,0.22029259908667262,0.22029259908667262
External Clock Reference Problem,X2 Interface Fault,0,0.2964550461536766,0.2964550461536766
External Clock Reference Problem,X2 Interface Fault,1,0.2408566836690422,0.2408566836690422
External Clock Reference Problem,X2 Interface Fault,2,0.24686060137422491,0.24686060137422491
External Clock Reference Problem,X2 Interface Fault,3,0.19866869565760273,0.19866869565760273
External Clock Reference Problem,X2 Interface Fault,4,0.19778053622506267,0.19778053622506267
External Clock Reference Problem,X2 Interface Fault,5,0.16590257483244358,0.16590257483244358
External Clock Reference Problem,X2 Interface Fault,6,0.14466967089726873,0.14466967089726873
External Clock Reference Problem,X2 Interface Fault,7,0.13549088943471232,0.13549088943471232
External Clock Reference Problem,X2 Interface Fault,8,0.1470411660730364,0.1470411660730364
External Clock Reference Problem,X2 Interface Fault,9,0.1278985184574859,0.1278985184574859
External Clock Reference Problem,X2 Interface Fault,10,0.14176414313740707,0.14176414313740707
External Clock Reference Problem,X2 Interface Fault,11,0.11926478150128099,0.11926478150128099
External Clock Reference Problem,X2 Interface Fault,12,0.1390265753870258,0.1390265753870258
GSM Cell out of Service,GTPC Tunnel Path Broken,-12,0.06045719996116345,0.06045719996116345
GSM Cell out of Service,GTPC Tunnel Path Broken,-11,0.06310228119835867,0.06310228119835867
GSM Cell out of Service,GTPC Tunnel Path Broken,-10,0.0672455930819992,0.0672455930819992
GSM Cell out of Service,GTPC Tunnel Path Broken,-9,0.07644141074850551,0.07644141074850551
GSM Cell out of Service,GTPC Tunnel Path Broken,-8,0.07320612643494613,0.07320612643494613
GSM Cell out of Service,GTPC Tunnel Path Broken,-7,0.07336307588375028,0.07336307588375028
GSM Cell out of Service,GTPC Tunnel Path Broken,-6,0.08109188010913615,0.08109188010913615
GSM Cell out of Service,GTPC Tunnel Path Broken,-5,0.08400730540402476,0.08400730540402476
GSM Cell out of Service,GTPC Tunnel Path Broken,-4,0.07324632742932567,0.07324632742932567
GSM Cell out of Service,GTPC Tunnel Path Broken,-3,0.08954583962812254,0.08954583962812254
GSM Cell out of Service,GTPC Tunnel Path Broken,-2,0.08903779268092184,0.08903779268092184
GSM Cell out of Service,GTPC Tunnel Path Broken,-1,0.08483321138862437,0.08483321138862437
GSM Cell out of Service,GTPC Tunnel Path Broken,0,0.10332483323070055,0.10332483323070055
GSM Cell out of Service,GTPC Tunnel Path Broken,1,0.07744030956112273,0.07744030956112273
GSM Cell out of Service,GTPC Tunnel Path Broken,2,0.08079430490124591,0.08079430490124591
GSM Cell out of Service,GTPC Tunnel Path Broken,3,0.08211034495536373,0.08211034495536373
GSM Cell out of Service,GTPC Tunnel Path Broken,4,0.06607274212135572,0.06607274212135572
GSM Cell out of Service,GTPC Tunnel Path Broken,5,0.06755072863875752,0.06755072863875752
GSM Cell out of Service,GTPC Tunnel Path Broken,6,0.059135524007235755,0.059135524007235755
GSM Cell out of Service,GTPC Tunnel Path Broken,7,0.06793997391507706,0.06793997391507706
GSM Cell out of Service,GTPC Tunnel Path Broken,8,0.05130139080593553,0.05130139080593553
GSM Cell out of Service,GTPC Tunnel Path Broken,9,0.05487338643684498,0.05487338643684498
GSM Cell out of Service,GTPC Tunnel Path Broken,10,0.09899766888192096,0.09899766888192096
GSM Cell out of Service,GTPC Tunnel Path Broken,11,0.056445918847143804,0.056445918847143804
GSM Cell out of Service,GTPC Tunnel Path Broken,12,0.0637946843904525,0.0637946843904525
GSM Cell out of Service,High Temperature (35Â°),-12,0.08581196809567435,0.08581196809567435
GSM Cell out of Service,High Temperature (35Â°),-11,0.07597541344058932,0.07597541344058932
GSM Cell out of Service,High Temperature (35Â°),-10,0.09498170315225528,0.09498170315225528
GSM Cell out of Service,High Temperature (35Â°),-9,0.08986976111125165,0.08986976111125165
GSM Cell out of Service,High Temperature (35Â°),-8,0.110846578140367,0.110846578140367
GSM Cell out of Service,High Temperature (35Â°),-7,0.10522957760923643,0.10522957760923643
GSM Cell out of Service,High Temperature (35Â°),-6,0.10605515891355369,0.10605515891355369
GSM Cell out of Service,High Temperature (35Â°),-5,0.13733640249878226,0.13733640249878226
GSM Cell out of Service,High Temperature (35Â°),-4,0.12557402844760499,0.12557402844760499
GSM Cell out of Service,High Temperature (35Â°),-3,0.17319586912972454,0.17319586912972454
GSM Cell out of Service,High Temperature (35Â°),-2,0.1614099577242026,0.1614099577242026
GSM Cell out of Service,High Temperature (35Â°),-1,0.15927515721308202,0.15927515721308202
GSM Cell out of Service,High Temperature (35Â°),0,0.2695149770405326,0.2695149770405326
GSM Cell out of Service,High Temperature (35Â°),1,0.16658489436810378,0.16658489436810378
GSM Cell out of Service,High Temperature (35Â°),2,0.1798935766495106,0.1798935766495106
GSM Cell out of Service,High Temperature (35Â°),3,0.1674356355598068,0.1674356355598068
GSM Cell out of Service,High Temperature (35Â°),4,0.13693980879935702,0.13693980879935702
GSM Cell out of Service,High Temperature (35Â°),5,0.14466932367899257,0.14466932367899257
GSM Cell out of Service,High Temperature (35Â°),6,0.1147775727171467,0.1147775727171467
GSM Cell out of Service,High Temperature (35Â°),7,0.11116796783104238,0.11116796783104238
GSM Cell out of Service,High Temperature (35Â°),8,0.10088788845251236,0.10088788845251236
GSM Cell out of Service,High Temperature (35Â°),9,0.08841006870201777,0.08841006870201777
GSM Cell out of Service,High Temperature (35Â°),10,0.0895044465760776,0.0895044465760776
GSM Cell out of Service,High Temperature (35Â°),11,0.0732767307545135,0.0732767307545135
GSM Cell out of Service,High Temperature (35Â°),12,0.07841548867059764,0.07841548867059764
GSM Cell out of Service,IP PM Activation Failure,-12,0.005864444941001719,0.005864444941001719
GSM Cell out of Service,IP PM Activation Failure,-11,0.006210277364357409,0.006210277364357409
GSM Cell out of Service,IP PM Activation Failure,-10,0.005708898228465998,0.005708898228465998
GSM Cell out of Service,IP PM Activation Failure,-9,-0.0029488757307736323,0.0029488757307736323
GSM Cell out of Service,IP PM Activation Failure,-8,0.0042333154006760736,0.0042333154006760736
GSM Cell out of Service,IP PM Activation Failure,-7,0.0006440379622338946,0.0006440379622338946
GSM Cell out of Service,IP PM Activation Failure,-6,0.007526100247995034,0.007526100247995034
GSM Cell out of Service,IP PM Activation Failure,-5,0.0062390826537359724,0.0062390826537359724
GSM Cell out of Service,IP PM Activation Failure,-4,0.014882655899712658,0.014882655899712658
GSM Cell out of Service,IP PM Activation Failure,-3,0.00943982561910219,0.00943982561910219
GSM Cell out of Service,IP PM Activation Failure,-2,0.03715008589708203,0.03715008589708203
GSM Cell out of Service,IP PM Activation Failure,-1,0.05173240026603625,0.05173240026603625
GSM Cell out of Service,IP PM Activation Failure,0,0.05648835420636051,0.05648835420636051
GSM Cell out of Service,IP PM Activation Failure,1,0.019306865127530805,0.019306865127530805
GSM Cell out of Service,IP PM Activation Failure,2,0.03182159139885945,0.03182159139885945
GSM Cell out of Service,IP PM Activation Failure,3,0.004460646031925566,0.004460646031925566
GSM Cell out of Service,IP PM Activation Failure,4,0.007469546969219519,0.007469546969219519
GSM Cell out of Service,IP PM Activation Failure,5,0.005136037744432918,0.005136037744432918
GSM Cell out of Service,IP PM Activation Failure,6,-0.0033234404368903347,0.0033234404368903347
GSM Cell out of Service,IP PM Activation Failure,7,-0.0024379272337055665,0.0024379272337055665
GSM Cell out of Service,IP PM Activation Failure,8,-0.005199415135925906,0.005199415135925906
GSM Cell out of Service,IP PM Activation Failure,9,0.0034416918257444123,0.0034416918257444123
GSM Cell out of Service,IP PM Activation Failure,10,0.016469101504711082,0.016469101504711082
GSM Cell out of Service,IP PM Activation Failure,11,0.009312761131612822,0.009312761131612822
GSM Cell out of Service,IP PM Activation Failure,12,0.04664669006086152,0.04664669006086152
GSM Cell out of Service,Local Cell Unusable,-12,0.05273023252432874,0.05273023252432874
GSM Cell out of Service,Local Cell Unusable,-11,0.029970987814512677,0.029970987814512677
GSM Cell out of Service,Local Cell Unusable,-10,0.04553389755527646,0.04553389755527646
GSM Cell out of Service,Local Cell Unusable,-9,0.044487937423604164,0.044487937423604164
GSM Cell out of Service,Local Cell Unusable,-8,0.0489583772913626,0.0489583772913626
GSM Cell out of Service,Local Cell Unusable,-7,0.05946676865288022,0.05946676865288022
GSM Cell out of Service,Local Cell Unusable,-6,0.06515769213904586,0.06515769213904586
GSM Cell out of Service,Local Cell Unusable,-5,0.08603421036501845,0.08603421036501845
GSM Cell out of Service,Local Cell Unusable,-4,0.09865704304654987,0.09865704304654987
GSM Cell out of Service,Local Cell Unusable,-3,0.11409132168513592,0.11409132168513592
GSM Cell out of Service,Local Cell Unusable,-2,0.1295429784289024,0.1295429784289024
GSM Cell out of Service,Local Cell Unusable,-1,0.11875075490417644,0.11875075490417644
GSM Cell out of Service,Local Cell Unusable,0,0.18513456399242745,0.18513456399242745
GSM Cell out of Service,Local Cell Unusable,1,0.12129802858738371,0.12129802858738371
GSM Cell out of Service,Local Cell Unusable,2,0.10779403399992644,0.10779403399992644
GSM Cell out of Service,Local Cell Unusable,3,0.09737772393976392,0.09737772393976392
GSM Cell out of Service,Local Cell Unusable,4,0.06906592003462342,0.06906592003462342
GSM Cell out of Service,Local Cell Unusable,5,0.07127873198279379,0.07127873198279379
GSM Cell out of Service,Local Cell Unusable,6,0.06929802497799628,0.06929802497799628
GSM Cell out of Service,Local Cell Unusable,7,0.06888974218950544,0.06888974218950544
GSM Cell out of Service,Local Cell Unusable,8,0.04128976553684434,0.04128976553684434
GSM Cell out of Service,Local Cell Unusable,9,0.05675407827660855,0.05675407827660855
GSM Cell out of Service,Local Cell Unusable,10,0.035609123369691055,0.035609123369691055
GSM Cell out of Service,Local Cell Unusable,11,0.04399665453055514,0.04399665453055514
GSM Cell out of Service,Local Cell Unusable,12,0.03313994941390121,0.03313994941390121
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,-12,0.027203028614144947,0.027203028614144947
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,-11,0.012020463215675582,0.012020463215675582
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,-10,0.0196649989213622,0.0196649989213622
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,-9,0.01820212587453453,0.01820212587453453
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,-8,0.020003980410536873,0.020003980410536873
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,-7,0.03015409470990266,0.03015409470990266
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,-6,0.03153754732502583,0.03153754732502583
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,-5,0.051948907448013934,0.051948907448013934
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,-4,0.06480330368348579,0.06480330368348579
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,-3,0.05632796762107665,0.05632796762107665
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,-2,0.05883199920525929,0.05883199920525929
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,-1,0.06406857668968832,0.06406857668968832
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,0,0.4262113546385814,0.4262113546385814
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,1,0.046568937707424804,0.046568937707424804
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,2,0.03400953213814276,0.03400953213814276
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,3,0.04550255568878855,0.04550255568878855
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,4,0.024368259065779795,0.024368259065779795
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,5,0.031906524621351934,0.031906524621351934
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,6,0.03390822377884336,0.03390822377884336
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,7,0.017013522390887416,0.017013522390887416
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,8,0.027747958213514147,0.027747958213514147
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,9,0.023159125477532228,0.023159125477532228
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,10,0.029332677784241715,0.029332677784241715
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,11,0.0322076517604512,0.0322076517604512
GSM Cell out of Service,Parallel Alarm Exceeds the Limit,12,0.01779331475282907,0.01779331475282907
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,-12,0.141581757811038,0.141581757811038
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,-11,0.16461071147043818,0.16461071147043818
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,-10,0.1902880788428314,0.1902880788428314
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,-9,0.191753118643139,0.191753118643139
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,-8,0.18756824907740635,0.18756824907740635
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,-7,0.18353956168166294,0.18353956168166294
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,-6,0.18491368113469253,0.18491368113469253
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,-5,0.17420023193403472,0.17420023193403472
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,-4,0.1701810876647005,0.1701810876647005
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,-3,0.18048111560805674,0.18048111560805674
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,-2,0.19211509716520062,0.19211509716520062
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,-1,0.2081508177505594,0.2081508177505594
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,0,0.2561274660930478,0.2561274660930478
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,1,0.23673338144629358,0.23673338144629358
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,2,0.2258627192794734,0.2258627192794734
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,3,0.23760600685323682,0.23760600685323682
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,4,0.2192992717012322,0.2192992717012322
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,5,0.20274648707515228,0.20274648707515228
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,6,0.18128520752855598,0.18128520752855598
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,7,0.17299188184954445,0.17299188184954445
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,8,0.1634024886946745,0.1634024886946745
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,9,0.1378328176381016,0.1378328176381016
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,10,0.1430790482217174,0.1430790482217174
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,11,0.13907485954839147,0.13907485954839147
GSM Cell out of Service,RF Unit RX Channel RTWP/RSSI Unbalanced,12,0.14408333700678164,0.14408333700678164
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,-12,0.13459579017304865,0.13459579017304865
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,-11,0.13400406436429005,0.13400406436429005
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,-10,0.15241966877590643,0.15241966877590643
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,-9,0.13104417804291585,0.13104417804291585
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,-8,0.14600250588932479,0.14600250588932479
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,-7,0.14804963158491624,0.14804963158491624
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,-6,0.14368139180145256,0.14368139180145256
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,-5,0.17021199440900936,0.17021199440900936
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,-4,0.16334538621008823,0.16334538621008823
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,-3,0.211090185941346,0.211090185941346
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,-2,0.2004492371679269,0.2004492371679269
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,-1,0.191125361796248,0.191125361796248
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,0,0.3112910198637713,0.3112910198637713
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,1,0.1860282468247151,0.1860282468247151
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,2,0.21042640970296747,0.21042640970296747
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,3,0.18117670207581502,0.18117670207581502
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,4,0.1498742677337127,0.1498742677337127
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,5,0.15062348419588786,0.15062348419588786
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,6,0.13605009539179044,0.13605009539179044
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,7,0.13831894424064006,0.13831894424064006
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,8,0.12618627875646538,0.12618627875646538
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,9,0.12777082184605307,0.12777082184605307
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,10,0.12704699087848684,0.12704699087848684
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,11,0.1227269142193351,0.1227269142193351
GSM Cell out of Service,RF Unit VSWR Threshold Crossed,12,0.1302065074520767,0.1302065074520767
GSM Cell out of Service,S1ap Link Down,-12,0.019705960446756852,0.019705960446756852
GSM Cell out of Service,S1ap Link Down,-11,0.021704729892361226,0.021704729892361226
GSM Cell out of Service,S1ap Link Down,-10,0.033461348218923416,0.033461348218923416
GSM Cell out of Service,S1ap Link Down,-9,0.019290342692652184,0.019290342692652184
GSM Cell out of Service,S1ap Link Down,-8,0.021177894092623085,0.021177894092623085
GSM Cell out of Service,S1ap Link Down,-7,0.022242160924046052,0.022242160924046052
GSM Cell out of Service,S1ap Link Down,-6,0.019016146317105735,0.019016146317105735
GSM Cell out of Service,S1ap Link Down,-5,0.036892293993399154,0.036892293993399154
GSM Cell out of Service,S1ap Link Down,-4,0.027219476419042255,0.027219476419042255
GSM Cell out of Service,S1ap Link Down,-3,0.04364711705845445,0.04364711705845445
GSM Cell out of Service,S1ap Link Down,-2,0.048635609903769486,0.048635609903769486
GSM Cell out of Service,S1ap Link Down,-1,0.058926255497422156,0.058926255497422156
GSM Cell out of Service,S1ap Link Down,0,0.293227633095149,0.293227633095149
GSM Cell out of Service,S1ap Link Down,1,0.05122081720640668,0.05122081720640668
GSM Cell out of Service,S1ap Link Down,2,0.04988912094895549,0.04988912094895549
GSM Cell out of Service,S1ap Link Down,3,0.04297831537465825,0.04297831537465825
GSM Cell out of Service,S1ap Link Down,4,0.032787104229086574,0.032787104229086574
GSM Cell out of Service,S1ap Link Down,5,0.029580781883797376,0.029580781883797376
GSM Cell out of Service,S1ap Link Down,6,0.02478115312376905,0.02478115312376905
GSM Cell out of Service,S1ap Link Down,7,0.02315732938566102,0.02315732938566102
GSM Cell out of Service,S1ap Link Down,8,0.023020415794677986,0.023020415794677986
GSM Cell out of Service,S1ap Link Down,9,0.0231018795591826,0.0231018795591826
GSM Cell out of Service,S1ap Link Down,10,0.026297392689278453,0.026297392689278453
GSM Cell out of Service,S1ap Link Down,11,0.026875578051297033,0.026875578051297033
GSM Cell out of Service,S1ap Link Down,12,0.03154784029517397,0.03154784029517397
GSM Cell out of Service,SCTP Link Fault,-12,0.036653111630290496,0.036653111630290496
GSM Cell out of Service,SCTP Link Fault,-11,0.03626353418550159,0.03626353418550159
GSM Cell out of Service,SCTP Link Fault,-10,0.03155482867232531,0.03155482867232531
GSM Cell out of Service,SCTP Link Fault,-9,0.0338887521600992,0.0338887521600992
GSM Cell out of Service,SCTP Link Fault,-8,0.0323973577511456,0.0323973577511456
GSM Cell out of Service,SCTP Link Fault,-7,0.03302669588798519,0.03302669588798519
GSM Cell out of Service,SCTP Link Fault,-6,0.034994164302673776,0.034994164302673776
GSM Cell out of Service,SCTP Link Fault,-5,0.04657587566928386,0.04657587566928386
GSM Cell out of Service,SCTP Link Fault,-4,0.057916489702703904,0.057916489702703904
GSM Cell out of Service,SCTP Link Fault,-3,0.0807175071853148,0.0807175071853148
GSM Cell out of Service,SCTP Link Fault,-2,0.07696164225322924,0.07696164225322924
GSM Cell out of Service,SCTP Link Fault,-1,0.08244485613899434,0.08244485613899434
GSM Cell out of Service,SCTP Link Fault,0,0.23863541819829437,0.23863541819829437
GSM Cell out of Service,SCTP Link Fault,1,0.07562165775455454,0.07562165775455454
GSM Cell out of Service,SCTP Link Fault,2,0.07236938480839891,0.07236938480839891
GSM Cell out of Service,SCTP Link Fault,3,0.067011185203134,0.067011185203134
